Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
15	397.43774	39.662197	459.9269	295.46048	507.94864	2.5805945	511.30368	504.6983	142.64285	187.3	29999	159.44872	58.354656	222.24004	-129.4204	159.45082	58.35709	220.27034	-127.30685	1.3840472	2.7218714	26.415588	-10.526135	-162.80054	51.44434	5621.142200708389
16	479.86942	78.57165	613.8322	346.9514	423.02505	2.2589102	425.44733	418.07535	182.90909	164.7	31999	158.94211	58.420338	225.78471	-111.94956	158.94244	58.428238	238.80524	-97.55089	1.3890747	2.6504838	27.665985	-11.122511	-162.19766	50.959198	5924.597842216492
17	452.02563	111.9226	614.2113	227.14812	391.73663	236.30315	801.8994	233.38116	195.9	185.4	33999	158.62144	57.513184	285.64087	-153.57524	158.62099	57.517418	294.05118	-139.12624	1.4098208	2.7143877	30.10546	-10.718701	-161.83244	49.16381	6228.488023281097
18	845.1704	223.7125	1272.9163	593.8895	329.37363	193.11383	725.7356	222.74112	335.33334	161.8	35999	160.20724	56.09747	287.81357	-99.49157	160.205	56.111732	292.93628	-81.55017	1.2590259	2.6993842	35.480377	-13.1173	-163.04367	51.809254	6530.721240282059
19	591.31323	185.06914	902.7796	347.92282	471.558	169.7138	755.2296	330.48566	222.77777	195.7	37999	160.8082	55.034348	273.1882	-90.77397	160.80733	55.049854	270.94058	-98.58507	1.3036835	2.7109838	41.034184	-10.858899	-163.52737	57.55688	6835.885990142822
20	583.157	223.09059	952.5235	310.23624	386.5804	1.7585769	388.46426	384.25296	229.375	175.7	39999	161.55338	54.24899	280.37494	-95.36167	161.5524	54.27424	280.9203	-82.77355	1.410304	2.6779797	47.09016	-10.666485	-164.23524	61.1441	7139.341618537903
21	499.32544	368.0322	941.17017	10.171754	1052.1931	19.566782	1072.1278	1006.0792	192.1	377.6	41999	162.8825	52.77312	280.6148	-110.44018	162.87868	52.79672	279.93573	-109.35279	1.4071481	2.6164005	28.027575	-11.252811	-165.51057	64.948135	7456.417866230011
22	808.7405	359.87137	1194.2098	292.15024	390.81842	212.89912	740.72766	150.47876	321.83334	246.7	43999	164.78688	52.495895	283.03308	-115.66852	164.78398	52.498913	278.06335	-97.33417	1.4147227	2.5691798	25.866087	-10.907107	-167.20613	64.76753	7765.462160587311
23	836.135	532.1007	1606.4158	153.1936	1094.0491	12.929157	1105.4664	1059.0083	329.33334	357.6	45999	167.31999	52.844826	282.8364	-121.24478	167.31865	52.838783	280.403	-101.22412	1.4316648	2.5871928	29.328186	-11.030384	-169.57349	61.22378	8079.565582036972
24	946.59247	314.89362	1548.9744	641.1743	791.8743	7.3663707	811.3666	784.3246	314.2857	253.6	47999	170.21844	53.65043	281.1597	-75.504654	170.2178	53.646454	278.64368	-68.546555	1.4750342	2.5691838	28.098547	-12.425999	-172.4186	61.500626	8391.159880399704
25	671.2967	56.158825	726.6464	550.5358	644.2524	5.874771	659.1601	636.56683	212.4	199.9	49999	172.60757	54.559948	270.5796	-93.24157	172.60693	54.56839	269.66302	-92.71008	1.3829015	2.4777107	35.104034	-11.43687	-174.76654	61.832047	8704.799849748611
26	626.918	38.56563	694.84534	559.5549	628.3988	1.9826363	631.28534	625.41235	198.5	206.2	51999	175.08746	55.678364	266.07886	-106.73567	175.08884	55.67574	263.36627	-90.01701	1.3833808	2.3551536	27.69764	-10.891176	-177.2597	58.425056	9021.39315366745
27	649.1318	102.564766	830.35315	472.7537	649.18335	9.125952	665.3371	632.5199	209.88889	215.9	53999	177.9431	56.57564	264.43033	-105.83134	177.94128	56.586277	268.0819	-118.46172	1.3266339	2.3425264	31.142872	-11.8909645	-180.08594	59.499218	9345.567166566849
28	626.55334	51.01172	710.48987	548.8584	231.57474	4.8481116	239.23975	224.13449	206.9	105.9	55999	180.9498	57.58475	274.31067	-99.15953	180.94958	57.599705	273.20618	-72.19315	1.4060158	2.3718698	28.878328	-11.57626	-183.20622	60.130264	9661.449356079102
29	617.2296	197.98227	927.7204	238.35316	511.4776	42.21933	583.2496	453.10687	205.0	174.7	57999	185.00874	58.65556	279.67563	-145.85928	185.00723	58.66957	277.8947	-94.02776	1.5390046	2.3914375	23.341246	-10.963929	-187.38004	62.036537	9983.933393001556
30	673.4719	186.36023	1045.7104	435.27527	298.9736	17.3785	329.7836	266.10843	224.77777	125.9	59999	188.22888	60.304848	287.0933	-103.83437	188.22884	60.30489	282.97144	-103.84506	1.5688435	2.4612017	26.483902	-11.779087	-190.58835	62.570866	10302.065175056458
31	526.54297	254.54205	983.4098	242.95518	460.3006	59.825054	530.21814	353.18054	193.33333	196.4	61999	191.8728	62.109474	292.27444	-96.02809	191.87076	62.11602	292.6312	-101.26043	1.5605106	2.4357219	30.157326	-12.630725	-194.08205	60.17091	10626.316577672958
32	560.77625	236.6001	987.91626	291.79785	434.86874	16.639677	462.62436	415.18066	216.2	173.2	63999	192.63428	63.57772	301.0083	-95.94686	192.63388	63.57184	298.53497	-90.329865	1.3694986	2.4127579	28.029705	-12.409815	-194.64206	61.823627	10953.079413890839
33	787.4751	296.87473	1259.4005	379.6443	451.80768	23.806864	497.36145	429.00775	264.125	201.2	65999	192.31367	64.58994	303.86395	-139.48709	192.31422	64.58132	303.30978	-127.802216	1.3167536	2.4103987	24.098043	-10.943897	-194.19923	56.95774	11290.752886533737
34	953.8523	418.93225	1346.0238	312.0751	1009.3926	28.894659	1043.5416	957.29974	318.83334	310.9	67999	192.91484	65.589775	309.19543	-107.60755	192.91531	65.59371	309.45364	-107.442474	1.3556197	2.4311914	27.314497	-10.287844	-194.7453	55.740047	11645.248251199722
35	1109.4636	456.38275	1871.8219	455.04816	986.2542	27.922726	1039.5643	948.3493	364.2	299.0	69999	194.11688	66.21143	308.67352	-105.26611	194.11728	66.20475	307.89307	-89.1651	1.3271605	2.4041624	22.969717	-12.142603	-195.86987	55.48383	12015.11221575737
36	709.44604	368.42377	1004.17163	22.535486	2238.688	653.8596	3185.8518	1329.4327	224.33333	708.2	71999	194.56218	66.95647	305.50284	-82.429955	194.56064	66.95527	306.3689	-101.65185	1.331285	2.3879511	24.233725	-10.818884	-196.29013	56.650963	12418.105622768402
37	1366.6171	343.32602	1899.5074	980.06366	1032.6061	8.56159	1045.0989	1021.2967	435.2	316.9	73999	195.55644	67.28481	307.01154	-120.601845	195.55704	67.29407	305.27884	-100.16169	1.3210275	2.377917	28.14279	-10.731002	-197.2364	56.089848	12837.61309504509
38	1592.0538	480.54437	2315.36	1052.0499	1111.2607	234.6882	1511.0441	731.8423	505.5	352.1	75999	197.38193	67.39143	306.2236	-105.873055	197.38293	67.397995	306.1001	-105.79588	1.2930852	2.4170475	24.852455	-11.013428	-199.02533	57.88297	13271.962187290192
39	1285.6116	484.0582	1799.3503	480.9463	1269.9174	27.776491	1328.1608	1223.7891	410.0	405.4	77999	198.92255	67.25811	307.92865	-148.57463	198.92194	67.27089	310.18958	-163.98091	1.3273085	2.416611	25.265684	-10.95935	-200.54834	57.79561	13715.887117624283
40	1854.7438	146.52586	2061.0198	1734.506	2395.0713	185.0181	2870.399	2242.2542	592.6667	775.8	79999	200.98553	67.51571	307.2454	-149.27948	200.98547	67.51524	311.13858	-181.68503	1.3529295	2.43327	37.026363	-10.947766	-202.59174	56.94365	14188.391972541809
41	1120.5961	502.873	1737.5697	308.72592	2500.6274	479.81274	2900.4968	1682.691	355.0	870.4	81999	202.52293	67.176544	306.3295	-102.21672	202.52235	67.19336	304.44705	-107.82555	1.3151405	2.4497879	37.16048	-16.060911	-204.0945	56.713406	14665.62584400177
42	1817.0233	1134.4978	3089.147	334.2597	2934.6113	53.214256	3029.2615	2871.4622	603.0	1000.0	83999	204.85666	66.9718	305.19717	-95.98448	204.85744	66.98	301.87848	-90.2721	1.3589474	2.420167	27.988522	-11.013836	-206.45973	53.951836	15154.532164812088
43	1076.549	521.8495	1744.7969	450.50272	1686.3961	315.30344	2408.952	1394.2896	334.66666	523.4	85999	206.26088	67.24299	301.59387	-131.21886	206.26042	67.25461	305.6509	-93.72541	1.3245974	2.3264933	32.622665	-9.96675	-207.81136	53.35227	15621.000329256058
44	1833.2084	818.3794	2988.2056	1191.6534	1851.2415	96.11981	2033.525	1722.2289	597.0	602.9	87999	207.59438	67.069756	298.12085	-117.47488	207.59396	67.07717	298.8513	-99.32844	1.3471799	2.2995756	27.656498	-13.716494	-209.1687	54.716488	16093.0447204113
45	2475.7593	136.36646	2612.1257	2339.3928	1417.6038	80.041664	1529.9904	1268.4845	811.5	444.8	89999	208.68047	66.67753	298.76282	-148.68652	208.67822	66.694084	299.3121	-89.031044	1.2356786	2.363026	32.8003	-10.96553	-210.16785	48.83426	16557.65000486374
46	1742.7567	865.2632	3116.6765	827.203	3160.5044	117.235954	3309.315	2839.8145	571.25	980.2	91999	209.71175	65.943596	296.38806	-206.93582	209.71248	65.95481	298.72314	-110.85251	1.221841	2.321572	44.521893	-9.875558	-211.11249	51.0713	17052.575902700424
47	3163.3433	69.69055	3233.034	3093.6528	3105.6682	7.8485985	3120.0261	3094.1465	1000.0	1000.0	93999	210.0125	65.62258	295.86746	-81.33779	210.0113	65.62512	296.32062	-93.807625	1.1880081	2.3149722	43.454323	-11.992571	-211.43762	50.02511	17556.740783691406
48	3067.1333	43.443237	3110.5767	3023.6902	1498.4005	69.894	1555.3866	1359.0763	1000.0	464.5	95999	211.28766	65.347984	299.54172	-112.867134	211.28677	65.36137	296.65112	-99.35164	1.1651058	2.3565392	45.78081	-10.361742	-212.62529	41.189186	18029.014767169952
49	2739.081	384.65662	3123.7375	2354.4243	2841.4128	381.2403	3198.2708	2076.795	855.5	894.2	97999	211.96078	65.17453	301.74985	-108.40805	211.96042	65.19279	301.9927	-118.21079	1.0441093	2.2858899	44.537838	-11.111101	-213.19604	50.884064	18525.90543961525
50	2009.174	1180.7435	3106.3147	281.97363	1919.3971	82.03723	2146.4836	1807.7305	653.75	592.5	99999	213.3735	64.70568	301.25	-208.72362	213.37257	64.714584	298.15024	-120.70127	1.0411233	2.273235	26.546885	-10.761534	-214.65294	45.405163	19008.97971391678
51	3090.9004	45.901733	3136.8022	3044.9988	1687.6234	324.7088	2302.8884	1187.0573	1000.0	580.1	101999	214.98637	64.86081	302.72742	-112.79949	214.98584	64.88035	304.10797	-87.63522	1.082221	2.3138092	28.481024	-13.471122	-216.25766	42.796936	19469.765603780746
52	2069.9773	927.18695	2997.1643	1142.7904	2533.6973	401.06454	3102.648	1893.2236	698.0	824.8	103999	216.4439	64.99571	303.58493	-155.93741	216.44182	65.01277	301.7195	-134.09482	1.0772417	2.2874436	50.442707	-11.850712	-217.72018	47.527702	19873.91499710083
53	2990.8784	35.49292	3026.3713	2955.3855	3015.4968	29.62457	3065.1484	2980.635	1000.0	1000.0	105999	217.73662	65.16104	304.38846	-101.63413	217.73695	65.17178	299.42972	-111.38113	1.0041591	2.2804425	55.079346	-13.845109	-218.90778	42.90002	20273.73114848137
54	3020.2698	60.61206	3080.8818	2959.6577	2983.9316	19.118397	3028.4136	2957.5056	1000.0	1000.0	107999	219.20638	65.22492	301.28763	-197.31186	219.20558	65.23778	301.13782	-97.73407	1.0331026	2.3359075	37.798725	-15.807183	-220.37912	45.755524	20673.31494832039
55	2340.418	921.0653	3001.3142	1037.8824	2957.239	19.787392	2994.4192	2929.215	775.0	1000.0	109999	220.8672	65.047714	300.61707	-118.7173	220.8665	65.062675	302.26016	-101.49328	1.0113953	2.3073251	49.747845	-11.0271225	-222.04088	45.809296	21074.279328107834
56	2995.5078	24.516235	3020.024	2970.9915	2562.2095	405.7257	3053.667	2007.9651	1000.0	830.6	111999	222.19986	65.21031	302.8761	-84.30797	222.1984	65.22584	301.6052	-106.91206	1.0429065	2.2948086	33.124012	-11.599838	-223.39166	40.37453	21468.255798101425
57	1700.0769	819.3395	3034.221	948.60846	2426.5063	811.4046	3055.474	1060.5887	539.25	794.7	113999	224.06894	65.40679	304.48734	-103.014534	224.06834	65.432495	303.54153	-123.66941	1.0633763	2.278462	35.44935	-10.855328	-225.21013	42.18837	21858.695230722427
58	2192.9473	88.82769	2273.8987	2069.281	3182.5542	26.413734	3204.939	3107.8982	686.0	1000.0	115999	225.76878	65.306725	307.92133	-120.848335	225.76813	65.31611	306.83234	-129.83836	0.9773822	2.2534742	33.46634	-13.221335	-226.85033	41.46507	22264.60024046898
59	3086.27	49.06555	3135.3357	3037.2046	3009.101	12.201519	3024.7908	2992.4028	1000.0	1000.0	117999	227.14796	65.31859	310.36996	-102.765945	227.1475	65.32121	307.01205	-85.90226	0.944869	2.2647183	32.063248	-11.049088	-228.28314	39.08636	22667.498002767563
60	2255.2908	578.57996	3059.728	1723.4858	2619.078	496.01117	3184.4148	1819.7797	729.3333	824.2	119999	228.1911	65.413055	309.27927	-97.340706	228.19092	65.417145	308.41034	-99.89674	0.89303607	2.2475858	76.10212	-10.183338	-229.217	42.56068	23050.795722961426
61	3128.6572	54.592896	3183.2502	3074.0645	2893.327	9.278234	2909.6426	2880.4043	977.5	1000.0	121999	229.6249	65.61336	309.5509	-98.847015	229.62422	65.638214	310.05713	-137.67612	0.90533507	2.2704024	70.91758	-10.091974	-230.64706	42.456955	23440.149839401245
62	3101.8945	18.93982	3120.8342	3082.9546	1128.1586	108.38164	1375.7649	992.6008	970.5	349.6	123999	231.01547	65.813835	310.3907	-95.62415	231.01448	65.826126	311.6565	-123.88156	0.908131	2.235013	30.940023	-10.023413	-232.09555	37.83789	23798.58613395691
63	2999.2583	97.74805	3097.0063	2901.5103	3014.9563	42.304737	3099.9553	2953.232	1000.0	1000.0	125999	232.05067	66.02864	312.96564	-93.21099	232.05052	66.04491	313.8143	-89.77404	0.85067403	2.253754	40.399033	-11.631281	-233.06068	40.144978	24090.15228652954
64	2033.6587	492.72504	2526.3838	1540.9337	1684.1406	626.9499	3245.6035	1197.0358	631.5	514.1	127999	233.11266	65.60133	315.93597	-142.87498	233.11252	65.61002	309.29352	-97.14535	0.8107231	2.1735601	26.814613	-9.806083	-234.06898	37.662212	24357.513245821
65	2556.536	768.34076	3134.1772	1470.6774	3037.2205	298.14383	3232.0608	2338.1794	832.0	935.7	129999	234.412	65.831894	314.14575	-124.12827	234.4124	65.83948	309.60587	-92.228935	0.83792853	2.2406301	38.12696	-12.012812	-235.42058	38.200546	24641.691862106323
66	1691.7595	658.42786	2408.7183	946.13696	1603.448	57.273693	1694.6075	1504.8969	519.5	496.2	131999	235.37254	65.99949	326.45435	-103.991035	235.3717	66.008766	311.7942	-102.40923	0.82706445	2.2261782	40.191616	-10.122634	-236.34665	42.222923	24908.93874979019
67	1780.4102	550.8225	2473.7063	1119.1318	2958.7915	273.2187	3188.3901	2524.8574	557.5	927.3	133999	236.22668	65.779915	320.97824	-152.12674	236.22644	65.79888	314.40695	-108.279274	0.7785787	2.1995828	24.976585	-10.386782	-237.14911	39.12662	25183.15993833542
68	2568.2134	496.22107	3064.4346	2071.9924	1102.1221	138.24876	1287.8972	888.2849	819.0	356.5	135999	236.64116	66.145386	317.8491	-99.18057	236.63986	66.15667	312.76404	-110.24082	0.8052339	2.2082303	35.001953	-12.263147	-237.5456	39.508423	25433.689130306244
69	2404.6492	583.084	3209.9658	1848.4357	2943.1938	492.1186	3314.7795	1901.9559	761.0	921.6	137999	237.35672	66.29103	315.58374	-118.86502	237.3573	66.29221	313.15878	-124.862404	0.7398328	2.1834104	49.113823	-10.555882	-238.26456	37.163082	25701.825295448303
70	2702.4614	431.42517	3133.8865	2271.0361	2304.1763	887.13385	3080.943	977.621	842.0	768.4	139999	238.54472	65.61285	314.36734	-110.83629	238.54498	65.63231	314.10675	-115.12332	0.79896164	2.1931698	47.532238	-10.663831	-239.49663	39.85174	25988.18686914444
71	2750.1482	349.9353	3100.0835	2400.213	2792.1294	428.22064	3162.314	1666.7401	865.5	900.9	141999	239.60863	65.83031	318.15262	-83.09205	239.6084	65.84286	314.79657	-83.63861	0.7913025	2.193689	39.341145	-11.151169	-240.46646	33.39835	26273.64787054062
72	3075.0986	12.673096	3087.7717	3062.4255	3150.756	9.673368	3163.6833	3130.0925	1000.0	1000.0	143999	240.35333	65.802704	317.26602	-101.52805	240.3528	65.80103	315.41098	-132.60834	0.75311565	2.1881766	27.647638	-12.318128	-241.22995	39.19453	26544.947387218475
73	3100.2805	80.46411	3180.7446	3019.8164	3154.7026	42.31009	3228.9514	3092.4744	1000.0	1000.0	145999	241.44527	65.421486	315.45355	-149.47455	241.44518	65.43811	315.43152	-88.95738	0.72984	2.1785269	40.975647	-10.298003	-242.31113	33.843517	26828.820143461227
74	3125.4473	6.234375	3131.6816	3119.213	2960.2144	56.898933	3106.03	2896.645	1000.0	1000.0	147999	242.49313	64.83347	317.99124	-113.564705	242.49312	64.846985	313.2029	-82.58933	0.7278966	2.206109	35.8619	-11.241193	-243.36057	40.44012	27117.86212205887
75	2028.5305	885.8458	3008.996	882.8342	2780.206	325.50052	3082.3677	2023.6311	660.25	935.7	149999	243.13876	64.59717	314.51016	-107.91605	243.13792	64.606964	314.68716	-91.73848	0.6986817	2.1981528	28.428793	-10.22037	-243.9655	35.01548	27404.143362760544
76	2100.5642	786.9731	3114.558	1196.2611	3003.7915	215.11116	3230.2808	2747.2258	658.6667	930.2	151999	243.53314	64.2909	313.63382	-92.46216	243.53348	64.303734	313.79846	-94.09607	0.6847114	2.1636183	30.90302	-11.05015	-244.33813	33.84429	27692.253136873245
77	3023.2983	164.9347	3188.2332	2858.3638	2412.2466	317.47174	3241.0115	2175.9443	945.0	746.5	153999	244.10925	64.21989	314.6029	-140.59424	244.10767	64.23114	312.32333	-148.17749	0.67812467	2.158669	30.501247	-10.582985	-244.94907	37.860992	27920.01875090599
78	2957.364	97.4729	3054.837	2859.891	2691.2917	406.43118	2871.9163	1473.5708	940.5	952.8	155999	245.05875	63.898365	313.64847	-118.60075	245.05934	63.908623	315.10135	-98.920944	0.67393214	2.2233286	47.8702	-11.223652	-245.87628	31.520576	28133.27015018463
79	2831.0513	305.51135	3136.5627	2525.54	3170.0562	10.397556	3185.4807	3152.921	879.5	1000.0	157999	245.28372	64.25709	312.18585	-98.77028	245.2827	64.269844	311.68213	-129.47272	0.6282744	2.2008839	29.19302	-10.579031	-246.04443	34.554726	28334.37097978592
80	2850.8118	212.80658	3131.1995	2615.9233	2967.61	375.3846	3341.3123	2217.004	887.0	902.8	159999	245.7505	64.494576	312.95316	-225.31778	245.7507	64.49969	313.92865	-125.55799	0.6568399	2.241696	35.90631	-11.433659	-246.54916	32.9578	28496.406579732895
81	2863.9287	393.2516	3257.1804	2470.6772	2378.9426	381.03854	3274.8691	1835.4292	876.0	717.3	161999	246.50444	64.14005	314.43637	-191.06824	246.50406	64.14371	312.46658	-152.3548	0.57301474	2.1744523	25.10051	-10.941841	-247.2516	29.480974	28657.32469558716
82	2983.4937	271.51953	3255.0132	2711.974	3082.7073	14.74143	3106.6582	3056.7336	904.0	1000.0	163999	246.81248	63.881905	313.46408	-134.28166	246.81184	63.890594	309.87195	-95.84552	0.60760194	2.196429	27.507471	-13.800615	-247.49146	32.69459	28822.668748617172
83	2843.345	339.55933	3182.9043	2503.7856	2906.4868	353.82062	3253.0378	2314.2869	885.0	900.6	165999	247.6196	63.651512	315.85208	-123.86019	247.61987	63.66127	313.0715	-134.15872	0.60065866	2.1741993	46.842876	-10.144522	-248.35237	33.552128	28988.070115566254
84	3165.688	31.234253	3196.9224	3134.4539	1438.2572	217.31691	1915.7997	1262.0244	1000.0	434.8	167999	248.2738	62.988586	311.86423	-100.19443	248.27324	62.99553	309.71832	-96.271255	0.5451799	2.1760912	40.219242	-10.904717	-248.94917	32.433952	29143.718769788742
85	2727.7952	493.44232	3237.573	2060.2043	3206.919	5.8152633	3215.9932	3197.8494	821.0	1000.0	169999	248.24524	63.490498	313.36893	-128.18181	248.24478	63.497536	308.73868	-196.21497	0.5156566	2.164009	32.67829	-10.501137	-248.91292	31.201347	29308.93378162384
86	2965.9746	232.55103	3198.5256	2733.4236	3160.2036	32.51552	3186.8713	3087.8667	908.5	1000.0	171999	248.63368	63.19365	313.61923	-88.4809	248.6329	63.199753	310.61322	-96.333305	0.5128095	2.1641357	29.55817	-11.042154	-249.26321	34.026207	29479.53103041649
87	3167.8865	76.64844	3244.535	3091.238	2307.1375	1010.0809	3143.3694	922.0956	1000.0	743.5	173999	248.81203	63.456596	315.50833	-132.74533	248.81192	63.464626	308.77435	-86.8077	0.5102364	2.1314893	25.95372	-10.202455	-249.49112	31.417551	29651.198873996735
88	3111.4893	20.857544	3132.347	3090.6318	2650.1375	775.18524	3203.8142	1335.011	1000.0	834.0	175999	249.27084	63.207706	310.20398	-65.559395	249.27087	63.21407	311.11972	-86.34236	0.49220368	2.1277742	33.96828	-10.946071	-249.92906	26.94466	29823.908631563187
89	3080.0176	2.8739016	3082.8916	3077.1438	3090.9773	3.7410026	3096.3105	3084.5894	1000.0	1000.0	177999	250.27902	62.63941	314.29367	-119.9709	250.27762	62.654846	311.20663	-102.9896	0.482745	2.1440275	37.516167	-14.3235855	-250.82506	32.402294	29997.193900108337
90	2257.5583	610.9734	3076.231	1608.9229	3177.6008	28.759745	3220.3154	3134.8345	700.0	1000.0	179999	250.76237	62.977577	312.43417	-79.506	250.76273	62.982456	309.8806	-131.08496	0.41878054	2.140352	30.284115	-11.335208	-251.34518	25.382431	30167.833372354507
91	1808.765	1198.4323	3217.7969	27.678558	3133.4114	7.495123	3143.0195	3118.87	553.0	1000.0	181999	251.21889	62.92281	315.56348	-170.02623	251.2173	62.93979	314.64276	-124.52891	0.44649953	2.1534557	30.178059	-12.0884	-251.82362	30.199022	30340.38480424881
92	3179.0664	7.126465	3186.1929	3171.94	3183.457	7.6631985	3192.2158	3171.1538	1000.0	1000.0	183999	251.90521	63.022797	313.79138	-90.22826	251.90443	63.031345	313.30045	-83.72334	0.44411394	2.1038795	43.06765	-10.485557	-252.53503	26.263102	30512.571356534958
93	3187.5688	131.99365	3319.5625	3055.5752	3207.0994	4.974745	3217.7852	3199.8352	1000.0	1000.0	185999	252.50809	63.029484	316.89053	-147.56947	252.50742	63.045273	316.03793	-115.06594	0.43642735	2.1425457	26.075392	-10.847186	-253.06969	33.911972	30686.429965257645
94	2741.1277	48.784668	2789.9124	2692.343	1428.3802	599.80994	3150.403	962.2359	821.0	441.4	187999	252.93723	63.325584	314.4279	-115.64982	252.93668	63.33552	314.51273	-84.32387	0.46366796	2.1797383	31.838438	-11.080553	-253.54893	25.329449	30845.541076421738
95	2518.5872	501.76077	3200.7026	2008.1637	3211.6455	2.227781	3215.1863	3207.6028	775.0	1000.0	189999	253.82079	63.466167	315.8575	-147.58333	253.82162	63.47523	312.9003	-100.91493	0.4670516	2.19246	31.691353	-10.134594	-254.36844	25.554043	31014.280463695526
96	3166.7866	15.617432	3182.404	3151.1692	3194.1826	3.714674	3198.4287	3187.7693	1000.0	1000.0	191999	254.5031	63.39044	315.5318	-131.28728	254.50146	63.40714	317.2632	-175.91858	0.3928132	2.1294856	40.00254	-12.22019	-255.09647	29.654919	31184.26526260376
